"locality","verbatimLocality","stationNumber","siteNumber","eventDate","verbatimCoordinateSystem","verbatimCoordinates","decimalLatidude","decimalLongitude","geodeticDatum","eventID","scientificName","organismQuantity"
"Setesdal_site5_plot_13","E13",13,"Browsed",2006,"UTM unknown sone","392817 6549559",5907190451840,713034489581,"WGS776","ace6e511-c914-4af6-a1e9-9a4dbe1efafc","Agrostis cappilaris",43.75
"Setesdal_site5_plot_14","E14",14,"Browsed",2006,"UTM unknown sone","392805 6549553",5907184764760,713013863111,"WGS777","7692d39f-6ecc-4744-8fd1-24c4ecb50b29","Agrostis cappilaris",12.5
"Setesdal_site1_plot_12","A12",12,"Browsed",2008,"UTM unknown sone","386665 6544811",5902769955250,702555082360,"WGS895","99605611-971a-4474-b52a-6cc74e9cd22d","Agrostis cappilaris",18.75
"Setesdal_site1_plot_13","A13",13,"Browsed",2008,"UTM unknown sone","386668 6544836",5902792473030,702559018698,"WGS896","f2389d4f-e9a8-4588-a2e5-3210ab8007b2","Agrostis cappilaris",81.25
"Setesdal_site1_plot_14","A14",14,"Browsed",2008,"UTM unknown sone","386655 6544803",5902762509730,702538084691,"WGS897","48f531e0-0f80-407b-b215-211fd2cd74d3","Agrostis cappilaris",31.25
"Setesdal_site1_plot_16","A16",16,"Browsed",2008,"UTM unknown sone","386657 6544840",5902795771300,702539662391,"WGS899","bf4bde76-07e7-4929-b4a0-0d1878121ce5","Agrostis cappilaris",43.75
"Setesdal_site1_plot_17","A17",17,"Browsed",2008,"UTM unknown sone","386661 6544839",5902794979900,702546677660,"WGS900","8396a490-3ee5-4ddf-b274-04f9a7ccddca","Agrostis cappilaris",56.25
"Setesdal_site1_plot_18","A18",18,"Browsed",2008,"UTM unknown sone","386660 6544834",5902790465730,702545194024,"WGS901","d64ba113-f4da-423c-aefd-0464c858a567","Agrostis cappilaris",6.25
"Setesdal_site2_plot_2","B2",2,"Exclosure",2008,"UTM unknown sone","389966 6544677",5902735983920,708308786569,"WGS905","83476824-f31a-4d7e-86e9-59e4c7259722","Agrostis cappilaris",6.25
"Setesdal_site2_plot_5","B5",5,"Exclosure",2008,"UTM unknown sone","389964 6544684",5902742215310,708304954877,"WGS908","9922aecd-6615-44f6-8d74-e645e61f9fbc","Agrostis cappilaris",25
"Setesdal_site2_plot_11","B11",11,"Browsed",2008,"UTM unknown sone","390002 6544606",5902673184380,708375007855,"WGS914","d29c77ce-601d-4d7d-ace8-61955f0281c1","Agrostis cappilaris",31.25
"Setesdal_site2_plot_12","B12",12,"Browsed",2008,"UTM unknown sone","390008 6544609",5902676031540,708385303737,"WGS915","2ee54b20-41f9-4a40-ac7b-572897036910","Agrostis cappilaris",18.75
"Setesdal_site2_plot_13","B13",13,"Browsed",2008,"UTM unknown sone","390015 6544604",5902671723960,708397740077,"WGS916","aac505fa-6ddb-474c-bfa9-c61429584ca1","Agrostis cappilaris",12.5
"Setesdal_site2_plot_14","B14",14,"Browsed",2008,"UTM unknown sone","390019 6544610",5902677212290,708404404269,"WGS917","8970541a-fce0-40d7-afec-376e9f9d2b34","Agrostis cappilaris",37.5
"Setesdal_site2_plot_15","B15",15,"Browsed",2008,"UTM unknown sone","390015 6544618",5902684289780,708397040971,"WGS918","f479fa37-2929-40c9-b2de-74425b3c9b95","Agrostis cappilaris",18.75
"Setesdal_site2_plot_16","B16",16,"Browsed",2008,"UTM unknown sone","390013 6544627",5902692316320,708393109622,"WGS919","820a5d2a-d71a-4ea4-adbb-43bb77ef3b20","Agrostis cappilaris",43.75
"Setesdal_site2_plot_20","B20",20,"Browsed",2008,"UTM unknown sone","390018 6544603",5902670903640,708403012860,"WGS923","d99ee265-a6ad-4d70-b12a-9ac6c924fb89","Agrostis cappilaris",81.25
"Setesdal_site3_plot_1","C1",1,"Exclosure",2008,"UTM unknown sone","392202 6542617",5900943978030,712302463693,"WGS924","595d9472-dbc4-49c0-92e8-f39c9c4b4934","Agrostis cappilaris",6.25
"Setesdal_site3_plot_2","C2",2,"Exclosure",2008,"UTM unknown sone","392213 6542628",5900954128790,712321067286,"WGS925","420f2ebe-ab0b-483f-bb52-4eac136a9bb2","Agrostis cappilaris",50
"Setesdal_site3_plot_3","C3",3,"Exclosure",2008,"UTM unknown sone","392211 6542638",5900963054170,712317098226,"WGS926","d6f09720-5665-4d31-8c08-bff2a7bdb6d8","Agrostis cappilaris",6.25
"Setesdal_site3_plot_7","C7",7,"Exclosure",2008,"UTM unknown sone","392204 6542627",5900953004270,712305455079,"WGS930","23b3a1e7-fb24-4d75-8250-53446c148940","Agrostis cappilaris",25
"Setesdal_site3_plot_8","C8",8,"Exclosure",2008,"UTM unknown sone","392206 6542647",5900971006330,712307957639,"WGS931","2452ef86-f86e-4618-b845-53e22122bbc2","Agrostis cappilaris",18.75
"Setesdal_site3_plot_9","C9",9,"Exclosure",2008,"UTM unknown sone","392209 6542608",5900936076310,712315084444,"WGS932","4553f4ac-1687-4ba8-8452-73819c024af3","Agrostis cappilaris",75
"Setesdal_site3_plot_10","C10",10,"Exclosure",2008,"UTM unknown sone","392211 6542612",5900939717060,712318369144,"WGS933","a87cda6f-91d6-478e-af80-61b13ee702b7","Agrostis cappilaris",62.5
"Setesdal_site3_plot_13","C13",13,"Browsed",2008,"UTM unknown sone","392205 6542516",5900853397970,712312621167,"WGS936","ad67d297-b818-48e3-8c43-6c0dc1aa0531","Agrostis cappilaris",68.75
"Setesdal_site3_plot_15","C15",15,"Browsed",2008,"UTM unknown sone","392216 6542514",5900851880150,712331859695,"WGS938","18418aeb-e602-429f-8e35-27df3adf5b2c","Agrostis cappilaris",37.5
"Setesdal_site3_plot_17","C17",17,"Browsed",2008,"UTM unknown sone","392213 6542535",5900870653720,712325613057,"WGS940","c73e953f-fcee-41c3-991f-e45f75344deb","Agrostis cappilaris",93.75
"Setesdal_site3_plot_19","C19",19,"Browsed",2008,"UTM unknown sone","392210 6542522",5900858909530,712321028247,"WGS942","4015677f-0df8-4dc5-aa54-0877cd560c93","Agrostis cappilaris",6.25
"Setesdal_site3_plot_20","C20",20,"Browsed",2008,"UTM unknown sone","392211 6542528",5900864320230,712322475049,"WGS943","94c02c8c-a75a-4a62-8ba4-d09a250e568f","Agrostis cappilaris",68.75
"Setesdal_site5_plot_1","E1",1,"Exclosure",2008,"UTM unknown sone","392756 6549567",5907196098850,712927758633,"WGS964","c715c115-4e9a-4721-9d7d-978dd2da5259","Agrostis cappilaris",37.5
"Setesdal_site5_plot_6","E6",6,"Exclosure",2008,"UTM unknown sone","392765 6549558",5907188246990,712943887747,"WGS969","9c1323af-bbc2-4474-8320-45032d612aa5","Agrostis cappilaris",50
"Setesdal_site5_plot_13","E13",13,"Browsed",2008,"UTM unknown sone","392817 6549559",5907190451840,713034489581,"WGS976","c171c912-f1cd-4582-8d55-88f7ac71a962","Agrostis cappilaris",25
"Setesdal_site1_plot_13","A13",13,"Browsed",2010,"UTM unknown sone","386668 6544836",5902792473030,702559018698,"WGS1096","b08f4d30-da8f-4039-b6c2-6f70d5e907df","Agrostis cappilaris",75
"Setesdal_site1_plot_16","A16",16,"Browsed",2010,"UTM unknown sone","386657 6544840",5902795771300,702539662391,"WGS1099","428edb7e-d14d-4147-b82d-8cc9ced485cf","Agrostis cappilaris",37.5
"Setesdal_site1_plot_17","A17",17,"Browsed",2010,"UTM unknown sone","386661 6544839",5902794979900,702546677660,"WGS1100","d86c81e7-5e05-4c68-9dc8-443c6993638d","Agrostis cappilaris",62.5
"Setesdal_site1_plot_18","A18",18,"Browsed",2010,"UTM unknown sone","386660 6544834",5902790465730,702545194024,"WGS1101","0449384a-9a43-4fa2-b354-a63565d58585","Agrostis cappilaris",12.5
"Setesdal_site2_plot_5","B5",5,"Exclosure",2010,"UTM unknown sone","389964 6544684",5902742215310,708304954877,"WGS1108","ebb89eb4-f7bd-4599-8893-130cfd93a9bc","Agrostis cappilaris",18.75
"Setesdal_site2_plot_7","B7",7,"Exclosure",2010,"UTM unknown sone","389964 6544669",5902728751940,708305704297,"WGS1110","7d25fbff-b32e-4832-8724-e665e08d7464","Agrostis cappilaris",6.25
"Setesdal_site2_plot_11","B11",11,"Browsed",2010,"UTM unknown sone","390002 6544606",5902673184380,708375007855,"WGS1114","475014c6-90a5-4266-8489-a9dd2f4a6983","Agrostis cappilaris",6.25
"Setesdal_site2_plot_12","B12",12,"Browsed",2010,"UTM unknown sone","390008 6544609",5902676031540,708385303737,"WGS1115","1e10faa2-2eb5-4281-aeb6-ad423234f161","Agrostis cappilaris",56.25
"Setesdal_site2_plot_13","B13",13,"Browsed",2010,"UTM unknown sone","390015 6544604",5902671723960,708397740077,"WGS1116","20c772d1-392f-4a5d-85fc-38f5ce61efb9","Agrostis cappilaris",37.5
"Setesdal_site2_plot_14","B14",14,"Browsed",2010,"UTM unknown sone","390019 6544610",5902677212290,708404404269,"WGS1117","3cee397e-f8e4-48f3-ad30-14d374b63509","Agrostis cappilaris",50
"Setesdal_site2_plot_15","B15",15,"Browsed",2010,"UTM unknown sone","390015 6544618",5902684289780,708397040971,"WGS1118","7ecee71f-8702-4b13-a705-6dcce60a0d69","Agrostis cappilaris",25
"Setesdal_site2_plot_16","B16",16,"Browsed",2010,"UTM unknown sone","390013 6544627",5902692316320,708393109622,"WGS1119","2a267516-6cb1-4d22-b535-30ae2c8ff40d","Agrostis cappilaris",56.25
"Setesdal_site2_plot_20","B20",20,"Browsed",2010,"UTM unknown sone","390018 6544603",5902670903640,708403012860,"WGS1123","0bd75a22-5eec-452a-b0f3-5fa10d1c205d","Agrostis cappilaris",87.5
"Setesdal_site3_plot_1","C1",1,"Exclosure",2010,"UTM unknown sone","392202 6542617",5900943978030,712302463693,"WGS1124","03b62d55-9468-4705-ab26-51c241b8732f","Agrostis cappilaris",56.25
"Setesdal_site3_plot_2","C2",2,"Exclosure",2010,"UTM unknown sone","392213 6542628",5900954128790,712321067286,"WGS1125","cfd7f6b6-b937-4a0d-8f30-51b4fb53f67c","Agrostis cappilaris",87.5
"Setesdal_site3_plot_3","C3",3,"Exclosure",2010,"UTM unknown sone","392211 6542638",5900963054170,712317098226,"WGS1126","8753d4bf-3edc-4b96-b45f-a36ef9526108","Agrostis cappilaris",50
"Setesdal_site3_plot_5","C5",5,"Exclosure",2010,"UTM unknown sone","392203 6542617",5900944003250,712304203809,"WGS1128","74d4f3a8-d735-440d-87df-6b3bb0f96c2a","Agrostis cappilaris",25
"Setesdal_site3_plot_6","C6",6,"Exclosure",2010,"UTM unknown sone","392209 6542640",5900964798900,712313520209,"WGS1129","b076d4d6-5603-48f0-afd4-1720c233d940","Agrostis cappilaris",43.75
"Setesdal_site3_plot_7","C7",7,"Exclosure",2010,"UTM unknown sone","392204 6542627",5900953004270,712305455079,"WGS1130","347f0d64-08cc-48b7-b25a-b23ad8f136de","Agrostis cappilaris",56.25
"Setesdal_site3_plot_8","C8",8,"Exclosure",2010,"UTM unknown sone","392206 6542647",5900971006330,712307957639,"WGS1131","78b26384-c884-4590-b3f7-9e7143aa7bbf","Agrostis cappilaris",56.25
"Setesdal_site3_plot_9","C9",9,"Exclosure",2010,"UTM unknown sone","392209 6542608",5900936076310,712315084444,"WGS1132","c25f74b6-5153-4385-bc77-d7a9b41958be","Agrostis cappilaris",75
"Setesdal_site3_plot_10","C10",10,"Exclosure",2010,"UTM unknown sone","392211 6542612",5900939717060,712318369144,"WGS1133","8f0b400a-8103-463c-af04-e0473d472b49","Agrostis cappilaris",81.25
"Setesdal_site3_plot_13","C13",13,"Browsed",2010,"UTM unknown sone","392205 6542516",5900853397970,712312621167,"WGS1136","4c18b154-8497-4215-8249-2438561898c9","Agrostis cappilaris",93.75
"Setesdal_site3_plot_15","C15",15,"Browsed",2010,"UTM unknown sone","392216 6542514",5900851880150,712331859695,"WGS1138","ba5e2e4b-3bbb-4394-98cd-4cdfcd24251a","Agrostis cappilaris",62.5
"Setesdal_site3_plot_16","C16",16,"Browsed",2010,"UTM unknown sone","392215 6542535",5900870704150,712329093216,"WGS1139","58b7c9da-aac6-42c5-b508-fe489dfac0c2","Agrostis cappilaris",6.25
"Setesdal_site3_plot_17","C17",17,"Browsed",2010,"UTM unknown sone","392213 6542535",5900870653720,712325613057,"WGS1140","e84cd042-3b0d-4f7d-a2a3-c2e8b2ca5520","Agrostis cappilaris",56.25
"Setesdal_site3_plot_20","C20",20,"Browsed",2010,"UTM unknown sone","392211 6542528",5900864320230,712322475049,"WGS1143","bfb953b0-66f9-4fef-bac5-38bc05c85ee2","Agrostis cappilaris",12.5
"Setesdal_site5_plot_6","E6",6,"Exclosure",2010,"UTM unknown sone","392765 6549558",5907188246990,712943887747,"WGS1169","eecdbe3d-3636-4290-9a7d-f43401fa616b","Agrostis cappilaris",62.5
"Setesdal_site5_plot_13","E13",13,"Browsed",2010,"UTM unknown sone","392817 6549559",5907190451840,713034489581,"WGS1176","ebbf24e5-d284-445e-b6b5-c1b353b4f39b","Agrostis cappilaris",68.75
"Setesdal_site9_plot_18","I18",18,"Browsed",2010,"UTM unknown sone","400903 6544410",5902764030870,727363686862,"WGS1261","04586474-d670-45c4-b949-2b8b379aeeaf","Agrostis cappilaris",6.25
"Setesdal_site1_plot_13","A13",13,"Browsed",2012,"UTM unknown sone","386668 6544836",5902792473030,702559018698,"WGS1296","1cfefe88-5a64-4b64-b605-1f0c21a7f536","Agrostis cappilaris",81.25
"Setesdal_site1_plot_16","A16",16,"Browsed",2012,"UTM unknown sone","386657 6544840",5902795771300,702539662391,"WGS1299","e609b634-ed60-4ef3-9e0e-8b0612c85533","Agrostis cappilaris",81.25
"Setesdal_site1_plot_17","A17",17,"Browsed",2012,"UTM unknown sone","386661 6544839",5902794979900,702546677660,"WGS1300","3274af97-c9c0-4952-ad85-26d58aebf784","Agrostis cappilaris",50
"Setesdal_site1_plot_18","A18",18,"Browsed",2012,"UTM unknown sone","386660 6544834",5902790465730,702545194024,"WGS1301","e3ff905f-f9be-4b0f-b9dd-d3d431622f1c","Agrostis cappilaris",12.5
"Setesdal_site2_plot_11","B11",11,"Browsed",2012,"UTM unknown sone","390002 6544606",5902673184380,708375007855,"WGS1314","271352f2-8a81-4f38-92bf-70d5ce6d3456","Agrostis cappilaris",37.5
"Setesdal_site2_plot_12","B12",12,"Browsed",2012,"UTM unknown sone","390008 6544609",5902676031540,708385303737,"WGS1315","f5aecf36-fe5f-4ab5-9506-30e3c3df9e42","Agrostis cappilaris",62.5
"Setesdal_site2_plot_13","B13",13,"Browsed",2012,"UTM unknown sone","390015 6544604",5902671723960,708397740077,"WGS1316","e785547f-f0a2-445d-bfdc-e8a615a36f9a","Agrostis cappilaris",37.5
"Setesdal_site2_plot_14","B14",14,"Browsed",2012,"UTM unknown sone","390019 6544610",5902677212290,708404404269,"WGS1317","a6d9feed-949d-4eea-b98e-86336c4e03f1","Agrostis cappilaris",43.75
"Setesdal_site2_plot_15","B15",15,"Browsed",2012,"UTM unknown sone","390015 6544618",5902684289780,708397040971,"WGS1318","e1916319-394e-4bca-8ba6-ccfa750a2937","Agrostis cappilaris",43.75
"Setesdal_site2_plot_16","B16",16,"Browsed",2012,"UTM unknown sone","390013 6544627",5902692316320,708393109622,"WGS1319","f7ebab8a-9072-43df-98e7-fcd6b2d270de","Agrostis cappilaris",93.75
"Setesdal_site2_plot_19","B19",19,"Browsed",2012,"UTM unknown sone","390015 6544611",5902678006870,708397390525,"WGS1322","c6ff1a10-87f8-4d05-b648-3eec40bd6ef7","Agrostis cappilaris",12.5
"Setesdal_site2_plot_20","B20",20,"Browsed",2012,"UTM unknown sone","390018 6544603",5902670903640,708403012860,"WGS1323","158b5c31-f630-4620-b0c1-421dcf90dc8d","Agrostis cappilaris",100
"Setesdal_site3_plot_1","C1",1,"Exclosure",2012,"UTM unknown sone","392202 6542617",5900943978030,712302463693,"WGS1324","e5011796-a63e-4e32-976e-20b91428ad02","Agrostis cappilaris",81.25
"Setesdal_site3_plot_2","C2",2,"Exclosure",2012,"UTM unknown sone","392213 6542628",5900954128790,712321067286,"WGS1325","479b7442-1e81-4227-aeee-45b1c62b7f48","Agrostis cappilaris",87.5
"Setesdal_site3_plot_3","C3",3,"Exclosure",2012,"UTM unknown sone","392211 6542638",5900963054170,712317098226,"WGS1326","3668ea21-cf4d-4b5f-b9b1-88cb0f45211f","Agrostis cappilaris",25
"Setesdal_site3_plot_6","C6",6,"Exclosure",2012,"UTM unknown sone","392209 6542640",5900964798900,712313520209,"WGS1329","4b21f88b-7dbe-48e5-adbd-18ae0d6896c8","Agrostis cappilaris",81.25
"Setesdal_site3_plot_7","C7",7,"Exclosure",2012,"UTM unknown sone","392204 6542627",5900953004270,712305455079,"WGS1330","952c8ea1-b81d-4f9e-ad7d-3a7d9cca64fd","Agrostis cappilaris",93.75
"Setesdal_site3_plot_8","C8",8,"Exclosure",2012,"UTM unknown sone","392206 6542647",5900971006330,712307957639,"WGS1331","c8e106ab-fa72-4793-855f-a3413ccb9f87","Agrostis cappilaris",18.75
"Setesdal_site3_plot_9","C9",9,"Exclosure",2012,"UTM unknown sone","392209 6542608",5900936076310,712315084444,"WGS1332","744ac867-80b2-4e4c-b417-f130c0cb2fca","Agrostis cappilaris",68.75
"Setesdal_site3_plot_10","C10",10,"Exclosure",2012,"UTM unknown sone","392211 6542612",5900939717060,712318369144,"WGS1333","ba26e49c-9680-4f9e-82da-3f65245af6e9","Agrostis cappilaris",81.25
"Setesdal_site3_plot_13","C13",13,"Browsed",2012,"UTM unknown sone","392205 6542516",5900853397970,712312621167,"WGS1336","64dcdea2-28b9-4054-bed7-d784a7875ca5","Agrostis cappilaris",81.25
"Setesdal_site3_plot_15","C15",15,"Browsed",2012,"UTM unknown sone","392216 6542514",5900851880150,712331859695,"WGS1338","fa743445-c463-4023-9eb3-1bf055af3576","Agrostis cappilaris",68.75
"Setesdal_site3_plot_16","C16",16,"Browsed",2012,"UTM unknown sone","392215 6542535",5900870704150,712329093216,"WGS1339","8ebaf86a-6b80-4165-b815-6126a43a854c","Agrostis cappilaris",6.25
"Setesdal_site3_plot_17","C17",17,"Browsed",2012,"UTM unknown sone","392213 6542535",5900870653720,712325613057,"WGS1340","ae394599-6e1e-4f2f-b089-77ed45842079","Agrostis cappilaris",56.25
"Setesdal_site3_plot_19","C19",19,"Browsed",2012,"UTM unknown sone","392210 6542522",5900858909530,712321028247,"WGS1342","9ddaca4b-bb3b-4116-ad69-9d57c5996c2f","Agrostis cappilaris",6.25
"Setesdal_site3_plot_20","C20",20,"Browsed",2012,"UTM unknown sone","392211 6542528",5900864320230,712322475049,"WGS1343","37dfab00-6b96-4d07-821b-fffe4a6b446a","Agrostis cappilaris",6.25
"Setesdal_site5_plot_6","E6",6,"Exclosure",2012,"UTM unknown sone","392765 6549558",5907188246990,712943887747,"WGS1369","554f934b-aba4-404c-a138-d6808a0e61c9","Agrostis cappilaris",31.25
"Setesdal_site5_plot_13","E13",13,"Browsed",2012,"UTM unknown sone","392817 6549559",5907190451840,713034489581,"WGS1376","bee8a8ba-750c-4166-9589-6b0670bb27e9","Agrostis cappilaris",68.75
"Setesdal_site1_plot_1","A1",1,"Exclosure",2000,"UTM unknown sone","386557 6544826",5902780551560,702366288533,"WGS84","6abbba96-565a-44b2-8645-8547b92234f6","Andromeda polifolia",37.5
"Setesdal_site1_plot_2","A2",2,"Exclosure",2000,"UTM unknown sone","386558 6544808",5902764422640,702368956632,"WGS85","01522d94-5885-433b-9a25-a1996e44250c","Andromeda polifolia",93.75
"Setesdal_site1_plot_3","A3",3,"Exclosure",2000,"UTM unknown sone","386568 6544837",5902790716440,702384872345,"WGS86","33469b04-bf13-4645-be09-7e284ddcd249","Andromeda polifolia",93.75
"Setesdal_site1_plot_4","A4",4,"Exclosure",2000,"UTM unknown sone","386552 6544831",5902784906410,702357326264,"WGS87","d9fa7c8f-b934-4e39-8440-852e45fdbe8b","Andromeda polifolia",43.75
"Setesdal_site1_plot_5","A5",5,"Exclosure",2000,"UTM unknown sone","386557 6544806",5902762601040,702367318716,"WGS88","cf3cbc12-20e4-4afa-8553-3840f360ec31","Andromeda polifolia",37.5
"Setesdal_site1_plot_7","A7",7,"Exclosure",2000,"UTM unknown sone","386563 6544828",5902782505940,702376631172,"WGS90","669f6e39-f3c3-421c-8d5a-ca5337d1493d","Andromeda polifolia",50
"Setesdal_site1_plot_8","A8",8,"Exclosure",2000,"UTM unknown sone","386564 6544834",5902787917650,702378063076,"WGS91","c7d28a2b-d340-4099-afbf-86af833a310e","Andromeda polifolia",75
"Setesdal_site1_plot_9","A9",9,"Exclosure",2000,"UTM unknown sone","386566 6544828",5902782585600,702381854001,"WGS92","4d1f970c-8aab-42a8-8053-b56c68e49f64","Andromeda polifolia",81.25
"Setesdal_site1_plot_10","A10",10,"Exclosure",2000,"UTM unknown sone","386562 6544829",5902783376910,702374838721,"WGS93","401d1cae-53d5-4d97-8323-ec248adc488b","Andromeda polifolia",93.75
"Setesdal_site1_plot_11","A11",11,"Browsed",2000,"UTM unknown sone","386651 6544802",5902761506070,702531172419,"WGS94","c532366d-30e5-411e-bad2-2502881d3eba","Andromeda polifolia",75
"Setesdal_site1_plot_12","A12",12,"Browsed",2000,"UTM unknown sone","386665 6544811",5902769955250,702555082360,"WGS95","91dd13a3-561a-45d6-b15c-95754b292215","Andromeda polifolia",37.5
"Setesdal_site1_plot_14","A14",14,"Browsed",2000,"UTM unknown sone","386655 6544803",5902762509730,702538084691,"WGS97","34c5343a-591d-4f57-a6d7-0b736d23b195","Andromeda polifolia",31.25
"Setesdal_site1_plot_19","A19",19,"Browsed",2000,"UTM unknown sone","386663 6544815",5902773492300,702551394639,"WGS102","447096b0-dcb5-4722-bbf4-377baa809568","Andromeda polifolia",6.25
"Setesdal_site1_plot_20","A20",20,"Browsed",2000,"UTM unknown sone","386660 6544806",5902765334970,702546634979,"WGS103","e53fb402-fb63-40d3-a28d-6088db00c38d","Andromeda polifolia",6.25
"Setesdal_site2_plot_3","B3",3,"Exclosure",2000,"UTM unknown sone","389967 6544687",5902744985260,708310027949,"WGS106","3d26ceb6-3a51-474d-b0ab-b3027f7914e5","Andromeda polifolia",18.75
"Setesdal_site2_plot_7","B7",7,"Exclosure",2000,"UTM unknown sone","389964 6544669",5902728751940,708305704297,"WGS110","d7bcba81-6027-40b7-9bea-e9a026c6ddb8","Andromeda polifolia",81.25
"Setesdal_site2_plot_8","B8",8,"Exclosure",2000,"UTM unknown sone","389964 6544666",5902726059270,708305854180,"WGS111","327f0931-6595-4305-961d-49086fa2f52f","Andromeda polifolia",43.75
"Setesdal_site2_plot_11","B11",11,"Browsed",2000,"UTM unknown sone","390002 6544606",5902673184380,708375007855,"WGS114","95a7fef8-2d3b-4485-b477-3168bfbe3221","Andromeda polifolia",68.75
